date,west_corn,east_corn,iamn_corn,national_hog
2016-03-19,3.545952380952381,3.8022727272727272,3.4008333333333334,32.14
2016-03-26,3.557142857142857,8.9905,3.4208333333333334,31.28
2016-04-02,3.4902380952380954,3.728,3.35,33.52
2016-04-09,3.4523809523809526,3.677,3.3091666666666666,36.04
2016-04-16,3.557380952380952,3.7895,3.4074999999999998,37.85
2016-04-23,3.67125,3.9130000000000003,3.4991666666666665,38.83
2016-04-30,3.66475,3.9595000000000002,3.4783333333333335,40.01
2016-05-07,3.606,3.848,3.4291666666666667,41.26
2016-05-14,3.62525,3.884,3.450833333333333,43.96
2016-05-21,3.73825,4.0175,3.5808333333333335,46.87
2016-05-28,3.821,4.1045,3.6758333333333333,48.2
2016-06-04,3.90475,4.1770000000000005,3.7466666666666666,47.38
2016-06-11,4.028,4.324,3.8566666666666665,46.27
2016-06-18,4.057,4.371,3.8941666666666666,45.43
2016-06-25,3.7272499999999997,4.018636363636364,3.5408333333333335,45.03
2016-07-02,3.51625,3.7915,3.3308333333333335,44.02
2016-07-09,3.2625,3.515,3.109166666666667,43.24
2016-07-16,3.3535,3.6045,3.19,42.45
2016-07-23,3.25075,3.4255555555555555,3.075833333333333,40.84
2016-07-30,3.19025,3.377222222222222,3.0216666666666665,40.1
2016-08-06,3.0572500000000002,3.3063636363636366,2.9225000000000003,42.74
2016-08-13,3.02675,3.285454545454545,2.9075,45.85
2016-08-20,3.0513157894736844,3.3422727272727273,2.955,48.33
2016-08-27,3.02275,3.295909090909091,2.9008333333333334,50.11
2016-09-03,2.86725,3.1254545454545455,2.7741666666666664,48.33
2016-09-10,3.01075,3.238,2.9299999999999997,45.88
2016-09-17,2.9663157894736845,3.23,2.908333333333333,43.24
2016-09-24,3.0335,3.2605,2.9475,40.95
2016-10-01,2.9110526315789476,3.2286363636363635,2.8758333333333335,38.65
2016-10-08,3.0292105263157896,3.4095454545454547,3.02,34.56
2016-10-15,3.055,3.465,3.015833333333333,30.91
2016-10-22,3.1423684210526317,3.5463636363636364,3.0941666666666667,29.06
2016-10-29,3.1310465116279067,3.4883870967741935,3.13125,27.3
2016-11-05,3.12,3.470322580645161,3.1185,27.23
2016-11-12,3.108372093023256,3.4571666666666667,3.1095,27.48
2016-11-19,3.084418604651163,3.411833333333333,3.07875,27.44
2016-11-26,3.1829761904761904,3.5128333333333335,3.1826315789473685,26.56
2016-12-03,3.103181818181818,3.414833333333333,3.08,26.1
2016-12-10,3.221363636363636,3.5376666666666665,3.18925,25.05
2016-12-17,3.263837209302326,3.5621666666666667,3.2302631578947367,23.08
2016-12-24,3.1809302325581394,3.4632758620689654,3.1426315789473684,23.42
2016-12-31,3.220833333333333,3.4962962962962965,3.1944444444444446,23.69
2017-01-07,3.3248780487804876,3.599833333333333,3.300588235294118,25.06
2017-01-14,3.3537804878048783,3.5951666666666666,3.302941176470588,27.75
2017-01-21,3.408292682926829,3.6825,3.378529411764706,30.42
2017-01-28,3.388625,3.6618333333333335,3.387941176470588,31.39
2017-02-04,3.3718292682926827,3.6443333333333334,3.344705882352941,30.25
2017-02-11,3.4092682926829267,3.6936666666666667,3.3879411764705885,27.73
2017-02-18,3.4490243902439026,3.7351666666666667,3.425,26.64
2017-02-25,3.386341463414634,3.689166666666667,3.3594117647058823,28.12
2017-03-04,3.440714285714286,3.7266129032258064,3.450833333333333,29.01
2017-03-11,3.3875581395348835,3.680483870967742,3.3671052631578946,30.55
2017-03-18,3.3123863636363637,3.601935483870968,3.30275,32.36
2017-03-25,3.2835227272727274,3.5513333333333335,3.27375,33.9
2017-04-01,3.2836363636363637,3.547,3.27075,36.37
2017-04-08,3.344431818181818,3.592,3.32925,37.66
2017-04-15,3.40125,3.6506666666666665,3.384,38.16
2017-04-22,3.347840909090909,3.5883333333333334,3.333,37.66
2017-04-29,3.356022727272727,3.5901666666666667,3.33825,39.68
2017-05-06,3.4061363636363637,3.6545161290322583,3.3765,43.17
2017-05-13,3.410340909090909,3.6216129032258064,3.4085,45.97
2017-05-20,3.3955681818181818,3.6379032258064514,3.358,46.82
2017-05-27,3.4257954545454545,3.665,3.37925,46.2
2017-06-03,3.403522727272727,3.6516129032258067,3.3577500000000002,44.82
2017-06-10,3.4851136363636366,3.7308333333333334,3.43725,44.56
2017-06-17,3.47,3.7185,3.429,42.6
2017-06-24,3.3526744186046513,3.5988333333333333,3.30725,44.83
2017-07-01,3.293488372093023,3.5461666666666667,3.2455,53.8
2017-07-08,3.495697674418605,3.7455,3.44925,56.16
2017-07-15,3.462674418604651,3.723,3.41,59.26
2017-07-22,3.4038372093023255,3.651333333333333,3.345,63.33
2017-07-29,3.3343023255813953,3.5482758620689654,3.2715,65.48
2017-08-05,3.2801162790697673,3.5289655172413794,3.22,68.15
2017-08-12,3.3027906976744186,3.5120689655172415,3.2525,69.48
2017-08-19,3.206860465116279,3.4082758620689657,3.159,69.05
2017-08-26,3.1054651162790696,3.2961666666666667,3.055,65.87
2017-09-02,3.042093023255814,3.2395,2.9867500000000002,59.92
2017-09-09,3.146511627906977,3.346451612903226,3.0945,52.03
2017-09-16,3.103139534883721,3.2888709677419357,3.0532500000000002,43.89
2017-09-23,3.053255813953488,3.2180645161290324,3.012,38.2
2017-09-30,3.0675,3.1643548387096776,3.043695652173913,34.5
2017-10-07,3.0425581395348837,3.238225806451613,3.03475,33.22
2017-10-14,3.083372093023256,3.276774193548387,3.08325,32.24
2017-10-21,3.0903488372093024,3.278709677419355,3.09325,33.17
2017-10-28,3.11453488372093,3.3038709677419353,3.1135,36.64
2017-11-04,3.109883720930233,3.3043548387096773,3.107,38.34
2017-11-11,3.1070238095238096,3.307258064516129,3.103684210526316,39.35
2017-11-18,3.0747619047619046,3.255,3.058157894736842,42.78
2017-11-25,3.164047619047619,3.3313333333333333,3.137368421052632,43.93
2017-12-02,3.1521951219512196,3.2995,3.1269444444444443,41.89
2017-12-09,3.205125,3.3491666666666666,3.175588235294118,40.77
2017-12-16,3.17390243902439,3.3013333333333335,3.1341666666666668,39.05
2017-12-23,3.1847560975609754,3.3281666666666667,3.1486111111111112,37.3
2017-12-30,3.234146341463415,3.3798333333333335,3.187777777777778,35.68
2018-01-06,3.267560975609756,3.4208620689655174,3.2188235294117646,34.31
2018-01-13,3.239512195121951,3.386206896551724,3.1867647058823527,34.8
2018-01-20,3.271125,3.4351724137931035,3.2205882352941178,36.58
2018-01-27,3.301125,3.4643103448275863,3.2520588235294117,38.8
2018-02-03,3.362375,3.5625,3.3155882352941175,42.65
2018-02-10,3.388875,3.5996551724137933,3.3391176470588237,47.38
2018-02-17,3.426125,3.624833333333333,3.374705882352941,50.61
2018-02-24,3.4195,3.626,3.362941176470588,51.29
2018-03-03,3.501125,3.7131666666666665,3.436764705882353,49.26
2018-03-10,3.57175,3.7656666666666667,3.4991176470588234,47.31
2018-03-17,3.54725,3.7375,3.486764705882353,44.21
2018-03-24,3.431625,3.5905,3.375,42.79
2018-03-31,3.4407317073170733,3.600833333333333,3.3808333333333334,39.62
2018-04-07,3.5553488372093023,3.7013333333333334,3.4831578947368422,36.26
2018-04-14,3.582093023255814,3.7398333333333333,3.505,35.32
2018-04-21,3.5360227272727274,3.6841666666666666,3.4615,36.74
2018-04-28,3.6011363636363636,3.7538333333333336,3.5205,39.38
2018-05-05,3.7295454545454545,3.8926666666666665,3.65075,40.14
2018-05-12,3.7157954545454546,3.8806666666666665,3.6302499999999998,40.35
2018-05-19,3.7023863636363634,3.8651666666666666,3.60425,39.82
2018-05-26,3.7721590909090907,3.929,3.675,39.72
2018-06-02,3.6819318181818184,3.836666666666667,3.5815,38.36
2018-06-09,3.5211363636363635,3.6646666666666667,3.4135,37.27
2018-06-16,3.4282954545454545,3.576,3.32275,38.1
2018-06-23,3.3188636363636363,3.456,3.21875,41.48
2018-06-30,3.2942045454545457,3.4171666666666667,3.19225,43.85
2018-07-07,3.252727272727273,3.3848275862068964,3.13975,43.38
2018-07-14,3.2175000000000002,3.3241666666666667,3.095,41.97
2018-07-21,3.2435227272727274,3.333833333333333,3.1205,40.87
2018-07-28,3.3557954545454547,3.4445,3.223,38.7
2018-08-04,3.4263636363636363,3.5316666666666667,3.2805,36.83
2018-08-11,3.387272727272727,3.5083333333333333,3.26,33.13
2018-08-18,3.3522727272727275,3.5488333333333335,3.2225,29.65
2018-08-25,3.2851136363636364,3.5261666666666667,3.15625,27.4
2018-09-01,3.1557954545454545,3.3358333333333334,3.02325,25.81
2018-09-08,3.2598863636363635,3.368,3.13925,24.81
2018-09-15,3.1948958333333333,3.345833333333333,3.1191666666666666,24.14
2018-09-22,3.096477272727273,3.2706666666666666,3.03975,24.46
2018-09-29,3.3304444444444443,3.4146666666666667,3.3852380952380954,25.18
2018-10-06,3.269659090909091,3.571,3.228095238095238,26.6
2018-10-13,3.2984883720930234,3.5171666666666668,3.25725,28.31
2018-10-20,3.3590697674418606,5.224333333333333,3.31975,31.25
2018-10-27,3.3280232558139535,3.599666666666667,3.28,35.36
2018-11-03,3.3631395348837207,3.578333333333333,3.30675,38.08
2018-11-10,3.471309523809524,3.6758333333333333,3.412894736842105,38.79
2018-11-17,3.4408333333333334,3.636833333333333,3.3823684210526315,38.46
2018-11-24,3.4058333333333333,3.6751666666666667,3.3473684210526318,38.4
2018-12-01,3.395595238095238,3.6531666666666665,3.325263157894737,36.69
2018-12-08,3.535813953488372,3.6743333333333332,3.4428947368421055,35.62
2018-12-15,3.5589285714285714,3.6776666666666666,3.48,33.24
2018-12-22,3.5263095238095237,3.645967741935484,3.453611111111111,32.35
2018-12-29,3.475833333333333,3.536304347826087,3.3905555555555558,31.45
2019-01-05,3.530232558139535,3.6339655172413794,3.4473684210526314,31.39
2019-01-12,4.4220930232558135,3.6481666666666666,3.4592105263157893,30.18
2019-01-19,3.515952380952381,3.618333333333333,3.435277777777778,28.16
2019-01-26,3.548372093023256,3.6518965517241377,3.467631578947368,26.69
2019-02-02,3.5733333333333333,3.671206896551724,3.488888888888889,26.48
2019-02-09,3.5857317073170734,3.6751724137931037,3.5041176470588233,27.82
2019-02-16,3.5708536585365853,3.654310344827586,3.488529411764706,30.88
2019-02-23,3.549146341463415,3.6461666666666668,3.4641176470588233,32.89
2019-03-02,3.4815853658536584,3.5693333333333332,3.3844117647058822,35.9
2019-03-09,3.495,3.555,3.411764705882353,38.9
